"No","Player Name","School Name","Gm","Avg","E","Top 1","Top 5","Top 10","Top 25","Field Avg","Avg Diff"
"332","Christopher O'Connor","Barton Community College","45","181.556","10","0","0","0","0","183.359","-1.803"
"333","Sam Moore","Wisc.-Oshkosh","47","181.553","9","0","0","0","2","175.996","5.558"
"334","William Songy","Louisiana-Lafayette ,University Of","47","181.489","10","0","0","0","1","182.189","-0.699"
"335","Luke Owers","Mobile ,University Of","43","181.442","10","0","0","1","2","179.955","1.487"
"336","Brandon Ngo","San Jose State University","40","181.25","10","0","0","1","3","179.689","1.561"
"337","Miguel Acosta","California State University-Fresno","51","181.216","10","0","0","1","5","179.941","1.275"
"338","Vedis Wu","California-Davis ,University Of","51","181.137","10","0","0","1","3","179.643","1.495"
"339","Layton Barlow","Wisc.-Milwaukee","52","181.077","10","0","0","0","1","177.033","4.044"
"340","Shea Miller","Indiana Wesleyan University","42","181.048","11","0","0","0","4","180.199","0.849"
"341","Emily Schrider","California State University-Fullerton","77","181.026","14","0","0","0","7","181.784","-0.758"
"342","Jason Weed","California Polytechnic State University","41","181","12","0","0","0","1","183.116","-2.116"
"343","Matthew Richards","Oklahoma State University","50","180.86","8","0","0","0","0","184.394","-3.534"
"344","Darrien Miller","Nevada-Las Vegas ,University Of","47","180.83","10","0","0","0","3","182.453","-1.623"
"345","Xander Pickett","Grand View University","40","180.825","8","0","0","0","0","180.388","0.437"
"346","Haden Barbee","Drury University","68","180.824","11","0","0","0","1","183.67","-2.847"
"347","Ethan Blanchard","Louisiana State University","48","180.771","9","0","0","0","1","182.246","-1.475"
"348","Omar Fimbres","San Jose State University","56","180.446","12","0","0","0","1","180.469","-0.022"
"349","Ryen Apgar","Nebraska ,University Of","49","180.388","11","0","1","1","2","179.946","0.442"
"350","Aidan Davis","California-Davis ,University Of","55","180.327","10","0","0","1","3","180.541","-0.213"
"351","William Gott","Indiana University","44","180.295","9","0","0","0","0","178.233","2.063"
"352","Anthony Andrade","Roosevelt University","46","180.283","9","0","0","0","0","184.946","-4.663"
"353","Brandon Pearson","California State University-Fullerton","76","180.039","14","0","1","1","8","181.584","-1.545"
"354","Max Leval","California State University-Fresno","77","180.026","15","0","0","1","5","181.458","-1.432"
"355","Michael Voge","Viterbo University","48","179.938","10","0","0","1","3","175.516","4.421"
"356","Max Sturgeon","Avila University","41","179.927","9","0","0","0","1","179.314","0.612"
"357","Dantoine Ballard","University Of Saint Mary","47","179.894","9","0","0","0","3","178.742","1.152"
"358","Aaron Lenz","Lourdes University","41","179.805","9","0","0","0","0","187.186","-7.381"
"359","William Herr","Houston ,University Of","47","179.745","10","0","0","0","1","181.296","-1.552"
"360","Antonio Martinez","Davenport University","45","179.667","9","0","0","1","2","183.027","-3.361"
"361","Kalym Henry","University Of Saint Mary","43","179.651","9","1","1","1","1","180.197","-0.545"
"362","Zachary Hathaway","Oklahoma State University","47","179.574","8","0","0","0","1","184.292","-4.718"
"363","Rieley Ulanday","Union College","41","179.488","10","0","0","0","0","186.692","-7.204"
"364","Joey Gluck","Indiana University","48","179.313","9","0","0","0","2","177.801","1.511"
"365","David Culp","Kansas State University","45","179.2","11","0","0","0","0","182.405","-3.205"
"366","Aspen Pietrzykowski","Davenport University","46","179.065","9","0","0","0","1","183.173","-4.108"
"367","Braden Lallier","William Woods University","43","179","10","0","0","0","0","183.554","-4.554"
"368","Shawn Woodyard","Rio Grande ,University Of","52","178.827","12","0","0","0","0","182.902","-4.075"
"369","Dakota Harris","Coe College","43","178.744","10","0","0","0","3","181.639","-2.895"
"370","Travis Fonte","California-Davis ,University Of","53","178.736","10","0","1","1","3","179.725","-0.989"
"371","Kobe Ingram","Houston ,University Of","56","178.714","10","0","0","0","2","180.639","-1.925"
"372","Brenden Lewis","Morningside University","53","178.642","9","0","0","0","3","178.585","0.056"
"373","Landon Thomas","Indiana Wesleyan University","40","178","11","0","0","0","1","181.328","-3.328"
"374","Paul Marquez","Dallas Baptist University","55","177.8","10","0","0","0","1","182.343","-4.543"
"375","Cameron Kotwitz","Kansas State University","41","177.634","8","0","0","0","1","182.462","-4.828"
"376","Ashton Kelly","Louisiana State University","54","177.426","9","0","0","1","2","180.758","-3.332"
"377","Riley Egnoski","Wisc.-Platteville","43","177.349","10","0","0","0","1","174.538","2.81"
"378","Eli Fromm","Southeastern Illinois College","41","177.317","8","0","0","0","0","187.238","-9.921"
"379","Kevin Novella","Arizona State University","45","177.267","8","0","0","1","1","181.769","-4.502"
"380","Jacob Burre","Mount Vernon Nazarene University","41","177.122","10","0","0","0","2","179.579","-2.457"
"381","James Weber","Oklahoma State University","46","177.087","8","0","0","0","1","184.409","-7.322"
"382","Jeremy Lorenzo","Arizona State University","49","177.061","8","0","0","2","2","181.608","-4.547"
"383","Tyler Reeves","Wartburg College","54","176.741","10","0","0","1","3","180.298","-3.557"
"384","Logan Lindsley","Barton Community College","43","176.558","10","0","0","0","0","182.439","-5.881"
"385","Caleb Murphy","Barton Community College","42","176.524","10","0","0","0","0","182.891","-6.367"
"386","Andru Wilder","Grand View University","48","176.208","10","0","0","0","0","181.566","-5.358"
"387","Torrey Lindsay","Barton Community College","46","176.174","10","0","0","0","1","182.976","-6.802"
"388","Joe Skinner","Wartburg College","55","176.091","10","0","0","0","3","180.371","-4.28"
"389","Ethan Achten","Lourdes University","41","176.024","9","0","0","0","0","187.186","-11.162"
"390","Adante Jones","Clarke University","45","175.867","10","0","0","0","1","180.605","-4.738"
"391","Jacob Hulstedt","Wisc.-Platteville","41","175.512","10","0","1","1","2","175.304","0.208"
"392","Trenton Wagner","Dallas Baptist University","47","175.383","8","0","0","0","3","180.936","-5.553"
"393","Andrew Trinh","San Jose State University","50","175.38","11","0","0","0","2","181.129","-5.749"
"394","David (DJ) Mills","Louisiana State University","43","175.209","9","0","1","1","2","179.491","-4.282"
"395","Alex Coffelt","Rio Grande ,University Of","40","175.2","11","0","0","0","0","181.771","-6.571"
"396","Brady Knox","Penn State Berks","45","174.756","10","0","0","0","5","175.153","-0.398"
"397","Ethan Jamosmos","California Polytechnic State University","58","174.276","14","0","0","0","1","181.609","-7.333"
"398","Leo Silha","Wisc.-LaCrosse","40","174.225","9","0","0","0","1","175.843","-1.618"
"399","Riley Krueger","Wisc.-Milwaukee","45","174.156","10","0","0","0","1","176.837","-2.682"
"400","Philip Lira","Houston ,University Of","45","173.889","9","0","0","0","3","181.637","-7.748"
"401","Nick Philthilath","Morningside University","52","173.192","9","0","0","1","1","178.566","-5.374"
"402","Brennan Rager","Wisc.-Milwaukee","44","173.182","9","0","0","0","2","178.046","-4.864"
"403","Troy Welker","Roosevelt University","43","173.047","9","0","0","0","0","185.145","-12.099"
"404","Carson Toews","Kansas State University","40","172.95","11","0","0","0","0","182.94","-9.99"
"405","Dawson Byrd","Dallas Baptist University","41","172.561","7","0","0","0","1","182.391","-9.83"
"406","Aidan Vanmetre","Baker University","48","172.458","10","0","0","0","0","180.778","-8.32"
"407","Jack Doyle","California Polytechnic State University","57","171.509","14","0","0","0","1","181.785","-10.276"
"408","Remington Gielniak","Adrian College","45","171.111","10","0","0","0","2","185.999","-14.888"
"409","Tyler Durnell","Wisc.-Platteville","41","170.951","8","0","0","0","0","171.073","-0.122"
"410","Jacob Lanza","Illinois State University","44","170.523","8","0","0","0","0","184.04","-13.517"
"411","Anthony Romero","California State University-Fresno","55","169.945","10","0","0","0","1","179.741","-9.795"
"412","Nick Keller","Wisc.-Milwaukee","52","169.731","10","0","0","0","1","177.047","-7.316"
"413","Briyan Lucatero","California State University-Fresno","42","169.286","8","0","0","0","1","178.946","-9.66"
"414","Seth Nelson","Morningside University","49","169.204","9","0","0","0","0","178.695","-9.491"
"415","Johnathan Gaudet","Houston ,University Of","51","168.824","10","0","0","0","0","180.962","-12.138"
"416","Grady Brauer","Luther College","53","168.17","10","0","0","0","1","179.468","-11.298"
"417","Brendan Mcdermott","Kansas ,University Of","47","167.979","9","0","0","0","0","179.044","-11.065"
"418","David Antoniuk","Toledo ,University Of","42","167.857","10","0","0","0","0","187.829","-19.972"
"419","Devyn Sanchez","California State University-Fullerton","65","167.585","14","0","1","1","2","181.464","-13.88"
"420","Ryan Lira","Dallas Baptist University","49","167.306","10","0","0","0","0","182.516","-15.21"
"421","Maxwell White","Houston ,University Of","52","166.788","10","0","0","0","1","181.452","-14.664"
"422","Shaun Lonergan","Hawkeye Community College","41","166.39","9","0","0","0","2","180.865","-14.475"
"423","Jacob Scotch","Nassau Community College","41","166.293","7","0","0","2","6","169.614","-3.321"
"424","Carter Schaffer","Kansas State University","41","165.902","12","0","0","0","0","181.846","-15.943"
"425","Benjamin Popielewski","Drury University","44","165.568","11","0","0","0","1","183.04","-17.472"
"426","Sierra Jones","West Texas A&M University","59","164.559","9","0","0","0","0","182.506","-17.947"
"427","Sean Romero","California State University-Fresno","54","164.278","10","0","0","0","2","180.323","-16.045"
"428","Braxton Foster","West Texas A&M University","53","163.962","9","0","0","0","1","182.817","-18.855"
"429","Bryce Blackledge","Adrian College","48","163.667","11","0","0","0","1","185.855","-22.188"
"430","Ginna Holzman","West Texas A&M University","44","162.841","7","0","0","0","1","182.713","-19.872"
"431","Allison Williams","Dallas Baptist University","45","161.689","10","0","0","0","0","183.4","-21.711"
"432","Jason Barba","California Polytechnic State University","60","161.667","14","0","0","0","1","180.899","-19.233"
"433","Colton Carrier","Central Methodist University","41","161.293","8","0","0","0","0","179.861","-18.568"
"434","Hailey Boudakian","California State University-Fresno","53","160.623","10","0","0","0","0","179.973","-19.351"
"435","Christian Docena","San Jose State University","40","160.525","10","0","0","0","0","178.97","-18.445"
"436","Aldo Galvan","West Texas A&M University","45","160","8","0","0","0","0","180.941","-20.941"
"437","Chace Mohrhauser","Morningside University","42","159.619","9","0","0","0","0","177.735","-18.116"
"438","Geovanny Peoples","Kansas ,University Of","42","158.762","9","0","0","0","0","179.197","-20.435"
"439","Peter McBride","Luther College","46","158.326","9","0","0","0","0","179.393","-21.067"
"440","Garrett Gonzalez","California State University-Fullerton","59","157.373","14","0","0","0","1","181.032","-23.659"
"441","Benjamin Weinzirl","Kansas ,University Of","42","156.929","9","0","0","0","0","178.955","-22.026"
"442","Mateo Lapuz","California State University-Fullerton","59","156.661","10","0","0","0","2","180.024","-23.363"
"443","Enrique Dominguez","California State University-Fullerton","69","154.957","12","0","0","0","1","180.844","-25.888"
"444","Rodrigo Lomana","West Texas A&M University","55","153.145","10","0","0","0","1","182.742","-29.597"
"445","Rue Crisostomo","California State University-Fullerton","56","153.071","10","0","0","0","2","179.744","-26.673"
"446","Paul Posadas","California State University-Fullerton","41","153.024","10","0","0","0","0","180.459","-27.434"
"447","Katherine Walters","West Texas A&M University","45","139.244","10","0","0","0","0","182.037","-42.793"
"448","Dylan Erway","Lourdes University","41","136.707","9","0","0","0","0","187.186","-50.479"
"449","Garret Gutierrez","California State University-Fullerton","41","127.073","8","0","0","0","0","182.702","-55.628"
