"No","Player Name","School Name","Gm","Avg","E","Top 1","Top 5","Top 10","Top 25","Field Avg","Avg Diff"
"167","Victoria Cruz Cervantes","Midland University","48","177.896","9","0","0","0","2","169.121","8.775"
"168","Caroline Holowenko","Lawrence Technological University","45","177.778","13","0","0","1","2","170.175","7.602"
"169","Haleigh Lawwell","University of the Cumberlands","42","177.643","10","0","0","0","2","169.877","7.766"
"170","Miranda Emery","McKendree University","44","177.568","9","0","0","0","2","177.312","0.256"
"171","Alexandria Hahn","Lourdes University","45","177.556","11","0","1","3","3","169.184","8.372"
"172","Emily Readnour","Campbellsville University","41","177.415","8","1","1","1","2","168.766","8.649"
"173","Claire Busch","Avila University","58","177.276","10","0","0","1","5","166.977","10.299"
"174","Kasey Pleas","Iowa Western Community College","48","177.167","9","0","2","4","6","165.014","12.153"
"175","Riley Brownrigg","Rochester University","51","177.137","12","0","1","1","5","170.33","6.807"
"176","Amelia (Mia) Adams","Lawrence Technological University","46","176.957","13","0","0","0","3","170.349","6.608"
"177","Savannah Claar","Ohio State University","52","176.942","10","0","1","3","5","161.185","15.757"
"178","Katie Fraser","Huntington University","52","176.5","12","0","2","4","8","164.754","11.746"
"179","Makenzie Millard","Peru State College","46","176.478","9","0","0","2","5","161.668","14.81"
"180","Megan Helpman","Siena Heights University","46","176.391","10","0","1","1","4","167.566","8.825"
"181","Kaylee Bergstrom","Midland University","41","176.268","8","0","2","2","2","167.906","8.362"
"182","Caity Moody","Rio Grande ,University Of","61","176.131","12","0","1","1","6","164.118","12.013"
"183","Avery Reeves","Midway University","50","175.98","13","0","0","0","3","168.81","7.17"
"184","Ziayra Hulbert","Alma College","61","175.738","13","0","0","1","5","165.853","9.885"
"185","Jersey Lessenger","Culver-Stockton College","55","175.709","10","0","0","0","6","167.5","8.21"
"186","Elizabeth Springsteen","Muskingum University","55","175.527","11","0","0","3","6","163.273","12.254"
"187","Theresa De Werth","Iowa Western Community College","48","175.5","9","0","1","2","6","165.014","10.486"
"188","Paige Harns","Waldorf University","51","175.471","9","0","1","1","5","169.681","5.789"
"189","Jasmine Bridges","Barton Community College","57","175.175","10","0","0","2","7","169.062","6.114"
"190","Ashland Hoyt","Midland University","60","175.117","11","0","0","0","3","167.911","7.205"
"191","Cydnee Whiteleather","William Penn University","40","174.75","10","0","0","1","1","168.75","6"
"192","Leigha Rue","Cleary University","45","174.6","11","0","0","0","4","168.555","6.045"
"193","Kinzie Temple","Hastings College","50","174.46","10","0","1","1","3","165.909","8.551"
"194","Hannah Yelk","Wisc.-Madison","47","174.383","9","0","2","4","6","162.52","11.863"
"195","Lisa Dinh-Trinh","Texas A&M University","45","174.311","7","0","1","2","5","169.134","5.177"
"196","Kerry Crossman","Iowa Western Community College","48","174.167","9","1","1","2","7","165.014","9.153"
"197","Madison Shontz","Culver-Stockton College","55","174.036","10","0","0","0","1","167.5","6.537"
"198","Jaden Gibson","Northwestern Ohio ,University Of","56","173.982","11","0","0","1","3","163.659","10.323"
"199","Emma Clancy","Clarke University","54","173.907","10","0","0","1","5","168.938","4.969"
"200","Amanda Fisher","Concordia University","50","173.86","12","0","0","0","3","172.763","1.097"
"201","Samantha Pendleton","Wisc.-Madison","47","173.574","9","0","1","6","6","162.52","11.055"
"202","Rachel Spier","Morningside University","49","173.51","9","0","0","1","4","165.169","8.341"
"203","Emma Peruzzi","Ohio State University","52","173.346","10","0","1","2","6","161.185","12.161"
"203","Kassidy Gerken","Clarke University","52","173.346","10","0","0","0","5","168.964","4.382"
"205","Breanne West","Columbia College","47","172.787","10","0","1","1","3","164.991","7.796"
"206","Abigail Dwyer","Marian University (IN)","44","172.568","11","0","0","1","1","166.384","6.184"
"207","Chailyn Scott","Barton Community College","51","172.549","10","0","0","2","4","169.442","3.107"
"208","Kristin Hosea","Marian University (IN)","45","172.511","11","0","0","1","6","165.673","6.839"
"209","Makena Cruz","Southern Nazarene University","66","172.485","11","0","1","3","7","167.933","4.552"
"210","Daylin Tolgo","Kentucky Wesleyan","42","172.381","9","0","1","1","1","172.706","-0.325"
"211","Olyvia Bittner","Shawnee State University","44","172.341","10","0","0","1","3","162.529","9.812"
"212","Dylan Holmes","Baker University","51","172.137","9","0","0","0","0","167.9","4.237"
"213","Gabrielle Heath","Southern Nazarene University","40","172.075","7","0","0","2","3","167.949","4.126"
"214","Samantha Ramirez","Texas-San Antonio ,University Of","41","171.878","7","1","1","2","4","170.016","1.862"
